long_name,cre,collection_date,sequencing_type,total_reads,all_mapped_percent,mRNA_percent,genome_percent,ercc_percent,tdt_permillion,major_class,sub_class,major_dissection,layer_dissectoin,color_code,short_name
C07211409,Cux2,6/9/2014,hiseq_073014,10490289,92.74,50,36.57,1.22,433.6,Excitatory,L2/3,V1,L2/3,1,C966_V234
C07211410,Cux2,6/9/2014,hiseq_082114,11337710,91.54,42.8,42.88,1.3,374.7,Excitatory,L4,V1,L2/3,1,C967_V234
C07211411,Cux2,6/9/2014,hiseq_073014,9296525,93.22,48.74,38.79,1,117.9,Excitatory,L2/3,V1,L2/3,1,C968_V234
C07211412,Cux2,6/9/2014,hiseq_073014,8452367,92.64,55.56,31.19,0.96,311,Excitatory,L2/3,V1,L2/3,1,C969_V234
C07211413,Cux2,6/9/2014,hiseq_073014,8666047,84.55,44.76,34.22,1.08,133,Excitatory,L4,V1,L2/3,1,C970_V234
C07211414,Cux2,6/9/2014,hiseq_073014,12750152,92.05,50.36,36.35,0.55,264.3,Excitatory,L2/3_Syt10,V1,L2/3,1,C971_V234
C07211415,Cux2,6/9/2014,hiseq_082114,10791174,92.05,59.32,25.95,0.8,187.3,Inhibitory,Pvalb,V1,L2/3,1,C972_V234
C07211416,Cux2,6/9/2014,hiseq_082114,10117770,90.93,53.72,30.4,1.87,521.1,Excitatory,L4,V1,L2/3,1,C973_V234
C07211417,Cux2,6/9/2014,hiseq_073014,9097994,92.36,50.84,35.59,1.04,283,Excitatory,L4,V1,L2/3,1,C974_V234
C07211418,Cux2,6/9/2014,hiseq_073014,7599265,91.73,41.32,44.19,1,447.4,Excitatory,L4,V1,L2/3,1,C975_V234
C07211419,Cux2,6/9/2014,hiseq_082114,7644653,91.05,46.68,38.31,1.94,179.6,Excitatory,L4,V1,L2/3,1,C976_V234
C07211420,Cux2,6/9/2014,hiseq_082114,8828249,92,49.35,36.81,1.22,502.6,Excitatory,L4,V1,L2/3,1,C977_V234
C07211421,Cux2,6/9/2014,hiseq_082114,7036355,91.77,49.44,36.28,1,319.9,Excitatory,L4,V1,L2/3,1,C978_V234
C07211422,Cux2,6/9/2014,hiseq_082114,8177753,89.79,40.12,44.66,0.97,316.5,Excitatory,L4,V1,L2/3,1,C979_V234
C07211423,Cux2,6/9/2014,hiseq_073014,6959455,88.81,44.23,39.33,0.98,322.9,Excitatory,L2/3,V1,L2/3,1,C980_V234
C07211424,Cux2,6/9/2014,hiseq_082114,7833136,91.73,54.66,30.81,1.44,157.4,Inhibitory,Sst_Cbln4,V1,L2/3,1,C981_V234
C09111417,Cux2,8/15/2014,hiseq_102314,21489479,88.52,44.44,38.33,2.03,252.7,Excitatory,L4,V1,All,47,C1245_V
C09111418,Cux2,8/15/2014,hiseq_102314,5864544,90.23,40.16,40.83,4.41,290.6,Excitatory,L4,V1,All,47,C1246_V
C09111419,Cux2,8/15/2014,hiseq_102314,5725952,93.33,54.62,33.69,1.09,232.3,Excitatory,L4,V1,All,47,C1247_V
C09111420,Cux2,8/15/2014,hiseq_102314,10009506,92.47,47.25,38.89,1.71,366.6,Excitatory,L4,V1,All,47,C1248_V
C09111421,Cux2,8/15/2014,hiseq_102314,6634688,89.8,41.94,42.29,1,400.6,Excitatory,L2/3,V1,All,47,C1249_V
C09111422,Cux2,8/15/2014,hiseq_102314,5479203,92.69,52.55,34.41,1.16,347.7,Excitatory,L2/3,V1,All,47,C1250_V
C09111423,Cux2,8/15/2014,hiseq_102314,5317131,93.4,55.11,32.79,1.16,278.7,Excitatory,L2/3,V1,All,47,C1251_V
C09111424,Cux2,8/15/2014,hiseq_102314,5224714,93.2,51.27,35.94,2.22,361.7,Excitatory,L4,V1,All,47,C1252_V
C09111428,Cux2,8/15/2014,hiseq_102314,5829993,92.01,46.69,39.22,1.63,996.1,Excitatory,L2/3,V1,All,47,C1254_V
C09111429,Cux2,8/15/2014,hiseq_102314,6353105,89.3,47.37,36.35,1.72,313.9,Excitatory,L4,V1,All,47,C1255_V
C09111430,Cux2,8/15/2014,hiseq_102314,4926197,92.29,53.24,33.65,1.06,710.9,Excitatory,L4,V1,All,47,C1256_V
C09111431,Cux2,8/15/2014,hiseq_102314,5044559,90.94,47.94,35.92,2.49,399.6,Excitatory,L2/3,V1,All,47,C1257_V
C09111432,Cux2,8/15/2014,hiseq_102314,5182877,89.49,39.67,41.3,3.68,117.7,Excitatory,L4,V1,All,47,C1258_V
C09111433,Cux2,8/15/2014,hiseq_102314,4926066,93.27,54.35,32.47,1.78,135.4,Inhibitory,Ndnf,V1,All,47,C1259_V
C09111434,Cux2,8/15/2014,hiseq_102314,7386740,93.08,54.77,32.15,1.93,297.7,Inhibitory,Ndnf,V1,All,47,C1260_V
C09111435,Cux2,8/15/2014,hiseq_102314,7994069,90.63,45.5,38.51,2.44,211.2,Excitatory,L2/3,V1,All,47,C1261_V
C09111436,Cux2,8/15/2014,hiseq_102314,6089369,91.52,40.03,44.84,2.2,357,Excitatory,L4,V1,All,47,C1262_V
C09111438,Cux2,8/15/2014,hiseq_102314,6579880,91.99,49.1,37.27,1.07,259.3,Excitatory,L2/3,V1,All,47,C1263_V
C09111439,Cux2,8/15/2014,hiseq_102314,8006124,92.44,50.41,35.87,1.32,496.7,Excitatory,L2/3,V1,All,47,C1264_V
C09111440,Cux2,8/15/2014,hiseq_102314,22745593,93.42,57.55,29.63,1.06,255.1,Excitatory,L2/3,V1,All,47,C1265_V
C09111441,Cux2,8/15/2014,hiseq_102314,4910718,92.56,42.8,41.81,2.97,235.4,Excitatory,L4,V1,All,47,C1266_V
C09111442,Cux2,8/15/2014,hiseq_102314,5985639,89.47,44.76,34.17,5.24,603.9,Excitatory,L2/3,V1,All,47,C1267_V
C09111443,Cux2,8/15/2014,hiseq_102314,6114165,93.06,51.82,35.39,1.52,327.8,Excitatory,L2/3_Syt10,V1,All,47,C1268_V
C09111444,Cux2,8/15/2014,hiseq_102314,6805824,93.44,55.83,31.54,1.12,350.3,Excitatory,L2/3,V1,All,47,C1269_V
C09111445,Cux2,8/15/2014,hiseq_102314,6055540,92.81,54.2,32.4,1.49,286.2,Excitatory,L2/3,V1,All,47,C1270_V
C09111446,Cux2,8/15/2014,hiseq_102314,6403982,93.3,54.48,32.63,1.43,151.3,Inhibitory,Sst_Cbln4,V1,All,47,C1271_V
C12181417,Cux2,11/10/2014,hiseq_122214,6145567,93.04,46.36,40.65,1.24,182.9,Excitatory,L2/3,V1,L2/3,1,C1664_V23
C12181418,Cux2,11/10/2014,hiseq_122214,6336808,92.44,48.88,38.66,0.7,229.9,Excitatory,L2/3_Syt10,V1,L2/3,1,C1665_V23
C12181419,Cux2,11/10/2014,hiseq_122214,5412707,91.94,47.7,38.59,0.91,159.8,Excitatory,L2/3,V1,L2/3,1,C1666_V23
C12181420,Cux2,11/10/2014,hiseq_122214,7550591,91.66,49.47,36.71,1.07,304.1,Excitatory,L2/3,V1,L2/3,1,C1667_V23
C12181421,Cux2,11/10/2014,hiseq_122214,7119162,92.16,51.43,34.95,0.82,222.6,Excitatory,L2/3,V1,L2/3,1,C1668_V23
C12181422,Cux2,11/10/2014,hiseq_122214,7681494,92.45,43.79,43.31,0.94,223.7,Excitatory,L2/3_Syt10,V1,L2/3,1,C1669_V23
C12181423,Cux2,11/10/2014,hiseq_122214,6457750,91.86,46.81,39.56,0.93,136.3,Excitatory,L2/3,V1,L2/3,1,C1670_V23
C12181424,Cux2,11/10/2014,hiseq_122214,6184360,91.89,47.21,39.29,1.03,209.7,Excitatory,L2/3,V1,L2/3,1,C1671_V23
C12181425,Cux2,11/10/2014,hiseq_122214,6466729,73.36,41.89,26.01,0.74,117.7,Excitatory,L2/3,V1,L2/3,1,C1672_V23
C12181426,Cux2,11/10/2014,hiseq_122214,6316714,90.42,49.96,34.16,1.22,73,Excitatory,L2/3,V1,L2/3,1,C1673_V23
C12181427,Cux2,11/10/2014,hiseq_122214,5605714,89.99,49.31,35.28,1,234.6,Excitatory,L2/3_Syt10,V1,L2/3,1,C1674_V23
C12181428,Cux2,11/10/2014,hiseq_122214,6919435,91.52,46.64,38.53,1.43,149.4,Excitatory,L2/3,V1,L2/3,1,C1675_V23
C12181429,Cux2,11/10/2014,hiseq_122214,6263238,90.86,51.33,33.7,0.82,151,Excitatory,L2/3,V1,L2/3,1,C1676_V23
C12181430,Cux2,11/10/2014,hiseq_122214,7645533,90.28,46.94,37,1.07,318.1,Excitatory,L2/3,V1,L2/3,1,C1677_V23
C12181431,Cux2,11/10/2014,hiseq_122214,6553822,91.85,49.58,36.52,0.85,303.8,Excitatory,L2/3,V1,L2/3,1,C1678_V23
C12181432,Cux2,11/10/2014,hiseq_122214,6671044,89.72,52.37,31.36,0.96,266.7,Excitatory,L2/3,V1,L2/3,1,C1679_V23
C13090625,Cux2,8/22/2013,hiseq,53968863,92.77,52.18,35.25,0.69,230.9,Excitatory,L2/3_Syt10,V1,L2/3,1,C88_V23
C13090626,Cux2,8/22/2013,hiseq,30296116,93.01,49.74,37.7,0.72,224.7,Excitatory,L2/3,V1,L2/3,1,C89_V23
C13090627,Cux2,8/22/2013,hiseq,41681605,92.27,45.46,41.56,0.75,217.1,Excitatory,L2/3,V1,L2/3,1,C90_V23
C13090628,Cux2,8/22/2013,hiseq,82200001,92.49,49.55,37.4,0.86,227.3,Excitatory,L2/3_Syt10,V1,L2/3,1,C91_V23
C13090629,Cux2,8/22/2013,hiseq,74929378,92.7,49.7,37.54,0.99,176.6,Excitatory,L2/3_Syt10,V1,L2/3,1,C92_V23
C13090630,Cux2,8/22/2013,hiseq,84333721,92.75,50.35,36.29,0.78,284.7,Excitatory,L2/3,V1,L2/3,1,C93_V23
C13090631,Cux2,8/22/2013,hiseq,80189899,91.57,68.49,16.43,1.53,363.3,Excitatory,L2/3_Syt10,V1,L2/3,1,C94_V23
C13090632,Cux2,8/22/2013,hiseq_102314,6616046,92.33,51.33,34.24,1.33,194.8,Excitatory,L2/3_Syt10,V1,L2/3,1,C95_V23
Ct02061539,Ctgf,11/6/2014,hiseq_020915,6192110,88.16,48.26,27.68,3.95,296,Glia,OPC,V1,All,62,Ct1986_V
Ct02061540,Ctgf,11/6/2014,hiseq_020915,7717021,84.49,38.75,31.64,7.68,23.1,Endothelial,Endothelial,V1,All,62,Ct1987_V
Ct02061541,Ctgf,11/6/2014,hiseq_020915,9282525,82.12,37.37,31.56,6.41,225.7,Glia,OPC,V1,All,62,Ct1988_V
Ct02061542,Ctgf,11/6/2014,hiseq_020915,9104665,84.95,44.3,25.77,4.91,212.9,Unknown,,V1,All,62,Ct1989_V
Ct02061543,Ctgf,11/6/2014,hiseq_020915,7996701,85.9,46.88,27.73,5.2,171.2,Endothelial,Endothelial,V1,All,62,Ct1990_V
Ct02061544,Ctgf,11/6/2014,hiseq_020915,9835357,79.42,42.95,22.22,5.93,101.8,Endothelial,Endothelial,V1,All,62,Ct1991_V
Ct02061545,Ctgf,11/6/2014,hiseq_020915,9862029,80.78,39.5,29.45,5.64,277.3,Endothelial,Endothelial,V1,All,62,Ct1992_V
Ct02061546,Ctgf,11/6/2014,hiseq_020915,7554541,88.06,44.15,33.58,2.65,382.7,Endothelial,Endothelial,V1,All,62,Ct1993_V
Ct02061547,Ctgf,11/6/2014,hiseq_020915,8173488,81.49,38.5,29.82,6.32,683.6,Glia,OPC,V1,All,62,Ct1994_V
Ct02061548,Ctgf,11/6/2014,hiseq_020915,6778192,85.16,48.45,24.97,3.24,623.5,Unknown,,V1,All,62,Ct1995_V
Ct12181401,Ctgf,11/6/2014,hiseq_122214,4857449,89.02,48.01,35.27,1.22,219,Excitatory,L6b,V1,L6b,61,Ct1650_V6b
Ct12181402,Ctgf,11/6/2014,hiseq_122214,5826989,91.88,52.15,34.58,0.67,210.9,Excitatory,L6b,V1,L6b,61,Ct1651_V6b
Ct12181403,Ctgf,11/6/2014,hiseq_122214,4870590,90.53,55.03,30.36,0.74,287.2,Excitatory,L6b,V1,L6b,61,Ct1652_V6b
Ct12181404,Ctgf,11/6/2014,hiseq_122214,6083060,90.83,54.78,30.59,0.64,267.6,Excitatory,L6b,V1,L6b,61,Ct1653_V6b
Ct12181406,Ctgf,11/6/2014,hiseq_122214,5810865,90.46,50.33,34.47,1.1,406.1,Excitatory,L6b,V1,L6b,61,Ct1654_V6b
Ct12181407,Ctgf,11/6/2014,hiseq_122214,4938161,90.72,55.71,29.42,0.88,202.5,Excitatory,L6b,V1,L6b,61,Ct1655_V6b
Ct12181408,Ctgf,11/6/2014,hiseq_122214,5346136,91.07,54.61,31.44,1.1,156.4,Excitatory,L6b,V1,L6b,61,Ct1656_V6b
Ct12181410,Ctgf,11/6/2014,hiseq_122214,5987860,90.72,57.89,27.43,0.85,366.4,Excitatory,L6b,V1,L6b,61,Ct1657_V6b
Ct12181411,Ctgf,11/6/2014,hiseq_122214,5357099,90.73,53.92,31.45,0.74,327.8,Excitatory,L6b,V1,L6b,61,Ct1658_V6b
Ct12181412,Ctgf,11/6/2014,hiseq_122214,6246896,90.67,54.7,30.65,0.83,287.2,Excitatory,L6b,V1,L6b,61,Ct1659_V6b
Ct12181413,Ctgf,11/6/2014,hiseq_122214,6396543,90.7,51.28,34.23,0.72,159,Excitatory,L6b,V1,L6b,61,Ct1660_V6b
Ct12181414,Ctgf,11/6/2014,hiseq_122214,6960468,89.88,53.66,30.6,0.99,225.3,Excitatory,L6b,V1,L6b,61,Ct1661_V6b
Ct12181416,Ctgf,11/6/2014,hiseq_122214,6645955,90.42,47.58,37.63,0.84,176.8,Excitatory,L6b,V1,L6b,61,Ct1663_V6b
D08281408,Gad2,8/14/2014,hiseq_122214,9352986,92.14,55.87,30.7,1.49,242,Inhibitory,Vip,V1,All,46,D1216_V
D08281409,Gad2,8/14/2014,hiseq_122214,7785226,93.24,64.02,24,0.53,112.4,Inhibitory,Unknown,V1,All,46,D1217_V
D08281410,Gad2,8/14/2014,hiseq_122214,9886256,92.19,51.38,34.4,1.71,9.8,Inhibitory,Ndnf,V1,All,46,D1218_V
D08281411,Gad2,8/14/2014,hiseq_122214,6494689,92.51,55.12,31.02,1.11,130.9,Glia,OPC,V1,All,46,D1219_V
D08281412,Gad2,8/14/2014,hiseq_122214,9156617,92.41,52.76,33.52,0.98,191.1,Inhibitory,Ndnf,V1,All,46,D1220_V
D08281413,Gad2,8/14/2014,hiseq_122214,8107053,91.97,55.42,31.29,1.05,45,Inhibitory,Ndnf,V1,All,46,D1221_V
D08281414,Gad2,8/14/2014,hiseq_122214,11346886,93.12,66.39,20.49,0.48,108.8,Inhibitory,Ndnf,V1,All,46,D1222_V
D08281415,Gad2,8/14/2014,hiseq_122214,10874042,92.42,57.31,29.83,0.8,193.6,Inhibitory,Sst,V1,All,46,D1223_V
D08281416,Gad2,8/14/2014,hiseq_122214,9844532,92.32,53.64,31.82,1.53,267.6,Inhibitory,Unknown,V1,All,46,D1224_V
D08281417,Gad2,8/14/2014,hiseq_122214,7657053,90.35,77.63,5.89,2.5,212.4,Inhibitory,Vip,V1,All,46,D1225_V
D08281418,Gad2,8/14/2014,hiseq_122214,10757193,92.61,55.28,31.18,0.87,174,Inhibitory,Pvalb,V1,All,46,D1226_V
D08281419,Gad2,8/14/2014,hiseq_122214,7270687,91.65,45.6,37.94,3.23,0,Glia,Oligodendrocyte,V1,All,46,D1227_V
D08281420,Gad2,8/14/2014,hiseq_122214,9175283,92.03,75.52,7.07,2.02,136.7,Inhibitory,Th,V1,All,46,D1228_V
D09111401,Gad2,8/14/2014,hiseq_092314,6703979,91.71,48,37.65,2.02,243,Inhibitory,Vip,V1,All,46,D1229_V
D09111402,Gad2,8/14/2014,hiseq_092314,7253862,91.74,47.82,38.32,1.71,284.7,Inhibitory,Vip,V1,All,46,D1230_V
D09111403,Gad2,8/14/2014,hiseq_121514,6437752,87.51,25.1,53.1,3.08,0,Glia,Astrocyte,V1,All,46,D1231_V
D09111404,Gad2,8/14/2014,hiseq_092314,9203395,93.11,50.83,36.52,1.14,160,Inhibitory,Sst_Cbln4,V1,All,46,D1232_V
D09111405,Gad2,8/14/2014,hiseq_092314,36562362,92.16,45.4,41.64,1.25,163.2,Inhibitory,Ndnf,V1,All,46,D1233_V
D09111406,Gad2,8/14/2014,hiseq_092314,15311045,92.75,45.61,41.17,2.1,207.5,Inhibitory,Vip,V1,All,46,D1234_V
D09111407,Gad2,8/14/2014,hiseq_092314,15890149,93.13,59.56,27.94,0.82,86.3,Inhibitory,Ndnf,V1,All,46,D1235_V
D09111408,Gad2,8/14/2014,hiseq_092314,15678892,91.85,51.65,34.44,2.28,110.8,Inhibitory,Vip,V1,All,46,D1236_V
D09111409,Gad2,8/14/2014,hiseq_092314,16906100,93.58,62.25,26.71,0.77,105.6,Inhibitory,Ndnf,V1,All,46,D1237_V
D09111410,Gad2,8/14/2014,hiseq_092314,18324579,93.21,49.46,37.22,2.26,687.1,Inhibitory,Vip,V1,All,46,D1238_V
D09111411,Gad2,8/14/2014,hiseq_092314,10703352,90.34,30.43,46.33,4.68,296.7,Glia,Astrocyte,V1,All,46,D1239_V
D09111412,Gad2,8/14/2014,hiseq_092314,15463982,92.7,52.71,34.84,1.1,192.4,Inhibitory,Ndnf,V1,All,46,D1240_V
D09111413,Gad2,8/14/2014,hiseq_092314,15610644,92.36,55.01,31.76,0.78,290.1,Inhibitory,Ndnf,V1,All,46,D1241_V
D09111414,Gad2,8/14/2014,hiseq_092314,13839743,92.09,56.81,28.06,1.29,178.5,Inhibitory,Ndnf,V1,All,46,D1242_V
D09111415,Gad2,8/14/2014,hiseq_092314,15787371,91.46,52.33,33.06,1.29,132.5,Inhibitory,Pvalb,V1,All,46,D1243_V
D09111416,Gad2,8/14/2014,hiseq_092314,9624346,92.49,42.7,44.4,1.79,252,Inhibitory,Vip,V1,All,46,D1244_V
D09121433,Gad2,8/14/2014,hiseq_092314,12824016,88.9,25.56,46.88,6.87,303.3,Glia,Astrocyte,V1,All,46,D1306_V
D09121434,Gad2,8/14/2014,hiseq_092314,8464730,93.3,53.83,33.51,0.82,80,Glia,Oligodendrocyte,V1,All,46,D1307_V
D09121435,Gad2,8/14/2014,hiseq_092314,9180442,91.93,50.75,35.42,1.57,188.4,Inhibitory,Ndnf,V1,All,46,D1308_V
D09121438,Gad2,8/14/2014,hiseq_092314,7212114,92.48,49.59,37.58,1.6,148.9,Inhibitory,Vip,V1,All,46,D1311_V
D09121439,Gad2,8/14/2014,hiseq_092314,9862631,87.87,55.09,26.24,2.36,124,Inhibitory,Vip,V1,All,46,D1312_V
D09121440,Gad2,8/14/2014,hiseq_092314,8660262,89.33,42.26,41.42,1.95,135.9,Inhibitory,Vip,V1,All,46,D1313_V
D09121441,Gad2,8/14/2014,hiseq_092314,9475028,89.58,52.14,32.13,1.22,76.7,Inhibitory,Ndnf,V1,All,46,D1314_V
D09121442,Gad2,8/14/2014,hiseq_092314,5316369,92,56.67,29.6,1.07,61.5,Inhibitory,Sst_Cbln4,V1,All,46,D1315_V
D09121443,Gad2,8/14/2014,hiseq_092314,7913822,92.66,53.25,33.54,1.62,180.9,Inhibitory,Vip,V1,All,46,D1316_V
D09121444,Gad2,8/14/2014,hiseq_092314,6834566,90.26,28,48.29,5.97,167.7,Glia,Astrocyte,V1,All,46,D1317_V
D09121445,Gad2,8/14/2014,hiseq_092314,5613314,88.04,48.06,34.71,1.2,300.5,Inhibitory,Ndnf,V1,All,46,D1318_V
D09121446,Gad2,8/14/2014,hiseq_102314,7023762,90.65,35.62,41.83,5.1,70.8,Glia,Astrocyte,V1,All,46,D1319_V
D09121447,Gad2,8/14/2014,hiseq_092314,6419283,92.47,46.48,39.85,1.43,208.3,Excitatory,L2/3,V1,All,46,D1320_V
D09121448,Gad2,8/14/2014,hiseq_092314,7785462,92.97,57.55,28.71,0.78,154.4,Inhibitory,Pvalb,V1,All,46,D1321_V
D10011405,Gad2,8/14/2014,hiseq_121514,21676830,92.75,57.07,26.4,2.47,0,Glia,Oligodendrocyte,V1,All,46,D1326_V
D10011406,Gad2,8/14/2014,hiseq_121514,9936186,92.98,42.57,43.9,2.17,273,Inhibitory,Vip,V1,All,46,D1327_V
D10011407,Gad2,8/14/2014,hiseq_121514,9779091,92.88,39.96,46.88,2.06,169.5,Inhibitory,Vip,V1,All,46,D1328_V
D10011408,Gad2,8/14/2014,hiseq_102314,10694376,93.28,54.88,31.24,0.91,218.8,Inhibitory,Pvalb,V1,All,46,D1329_V
D10011409,Gad2,8/14/2014,hiseq_102314,8200332,91.43,49.97,35.69,1.27,208,Inhibitory,Ndnf,V1,All,46,D1330_V
D10011410,Gad2,8/14/2014,hiseq_102314,5513236,93.06,54.96,32.6,0.82,151.1,Inhibitory,Ndnf,V1,All,46,D1331_V
D10011411,Gad2,8/14/2014,hiseq_102314,6198129,93.51,44.24,43.59,0.78,218.6,Excitatory,L2/3,V1,All,46,D1332_V
D10011413,Gad2,8/14/2014,hiseq_102314,5967044,93.29,42.02,45.91,0.98,162.2,Excitatory,L2/3,V1,All,46,D1334_V
D10011414,Gad2,8/14/2014,hiseq_102314,7850795,92.93,44.56,42.87,1.38,69.8,Inhibitory,Vip,V1,All,46,D1335_V
D10011415,Gad2,8/14/2014,hiseq_102314,6530584,92.37,44.25,41.88,1.94,0.2,Inhibitory,Sst_Nr2f2,V1,All,46,D1336_V
D10011417,Gad2,8/14/2014,hiseq_102314,5494181,91.97,44.05,42.09,1.36,184.9,Inhibitory,Unknown,V1,All,46,D1338_V
D10011418,Gad2,8/14/2014,hiseq_102314,6219743,93.45,52.65,34.49,0.59,100.6,Inhibitory,Pvalb,V1,All,46,D1339_V
D10011419,Gad2,8/14/2014,hiseq_102314,12671787,93.45,45.72,42.28,1.1,48.1,Inhibitory,Ndnf,V1,All,46,D1340_V
D10011420,Gad2,8/14/2014,hiseq_102314,7366903,92.52,58.35,26.55,0.82,93,Inhibitory,Pvalb,V1,All,46,D1341_V
D10011421,Gad2,8/14/2014,hiseq_102314,6086694,90.56,45.11,39,1.52,104.7,Inhibitory,Pvalb,V1,All,46,D1342_V
D10011422,Gad2,8/14/2014,hiseq_102314,7204701,92.96,47.73,40.05,1.26,106.7,Inhibitory,Ndnf,V1,All,46,D1343_V
D10011423,Gad2,8/14/2014,hiseq_102314,22077588,91.52,36.77,48.16,1.57,177.7,Inhibitory,Vip,V1,All,46,D1344_V
D10011424,Gad2,8/14/2014,hiseq_102314,13233462,92.04,46.95,38.42,0.92,38.2,Inhibitory,Th,V1,All,46,D1345_V
D10011425,Gad2,8/14/2014,hiseq_102314,12014687,88.53,37.15,45.18,1.56,119.2,Inhibitory,Ndnf,V1,All,46,D1346_V
D10011426,Gad2,8/14/2014,hiseq_102314,16754578,92.95,46.1,41.34,1.38,53.8,Inhibitory,Vip,V1,All,46,D1347_V
D10011427,Gad2,8/14/2014,hiseq_102314,6998133,92.74,51.52,36.15,0.78,176,Inhibitory,Ndnf,V1,All,46,D1348_V
D10011428,Gad2,8/14/2014,hiseq_102314,22115963,92.77,48.22,38.46,0.84,114.9,Inhibitory,Pvalb,V1,All,46,D1349_V
D10011429,Gad2,8/14/2014,hiseq_102314,9612572,90.98,48.23,37.3,0.93,179.7,Excitatory,L2/3,V1,All,46,D1350_V
D10011430,Gad2,8/14/2014,hiseq_102314,6694855,92.65,55.37,31.6,0.94,203.9,Inhibitory,Ndnf,V1,All,46,D1351_V
D10011431,Gad2,8/14/2014,hiseq_102314,8966643,93.64,53.01,35.03,0.78,169.4,Inhibitory,Sst_Cbln4,V1,All,46,D1352_V
D10011432,Gad2,8/14/2014,hiseq_102314,7718912,92.71,41.04,46.1,1.26,97,Inhibitory,Ndnf,V1,All,46,D1353_V
D10021425,Gad2,8/14/2014,hiseq_102314,7855400,90.75,51.86,34.27,0.9,58.6,Inhibitory,Vip,V1,All,46,D1378_V
D10021426,Gad2,8/14/2014,hiseq_102314,7745506,88.95,54.2,28.7,1.05,187.7,Inhibitory,Pvalb,V1,All,46,D1379_V
D10021427,Gad2,8/14/2014,hiseq_102314,9496642,92.36,54.43,31.84,1.28,61.9,Inhibitory,Sst_Nr2f2,V1,All,46,D1380_V
D10021428,Gad2,8/14/2014,hiseq_102314,10979062,93.21,55.37,32.77,1,71,Inhibitory,Unknown,V1,All,46,D1381_V
D10021435,Gad2,8/14/2014,hiseq_102314,6960963,93.63,56.09,31.59,1.3,98,Inhibitory,Pvalb,V1,All,46,D1388_V
D10021436,Gad2,8/14/2014,hiseq_102314,10561914,93.08,56.84,29.44,0.57,113.3,Inhibitory,Pvalb,V1,All,46,D1389_V
D10021437,Gad2,8/14/2014,hiseq_102314,8540571,93.6,47.21,40.04,1.35,75.9,Inhibitory,Ndnf,V1,All,46,D1390_V
D10021438,Gad2,8/14/2014,hiseq_102314,8395170,93.41,57.4,28.18,1.4,68.7,Glia,Oligodendrocyte,V1,All,46,D1391_V
F08041419,Scnn1a-Tg2 Neg,7/15/2014,hiseq_082114,8138040,88.92,35.72,46.06,2.98,228.2,Glia,OPC,V1,L1,39,F1069_V1
F08211421,Scnn1a-Tg2 Neg,7/15/2014,hiseq_090214,14571464,90.27,46.8,38.23,1.15,0.3,Excitatory,L2/3,V1,L1,39,F1191_V1
F08211422,Scnn1a-Tg2 Neg,7/15/2014,hiseq_090214,9032876,89.57,46.81,34.93,2.03,135.3,Glia,Astrocyte,V1,L1,39,F1192_V1
F08211423,Scnn1a-Tg2 Neg,7/15/2014,hiseq_090214,18578146,87.32,35.55,40.76,4.61,0.4,Glia,Astrocyte,V1,L1,39,F1193_V1
F08211424,Scnn1a-Tg2 Neg,7/15/2014,hiseq_090214,15978018,87.9,31.95,45.49,5.17,40.3,Glia,Astrocyte,V1,L1,39,F1194_V1
F08211425,Scnn1a-Tg2 Neg,7/15/2014,hiseq_090214,9224373,89.48,37.01,41.41,4.17,0.2,Glia,Astrocyte,V1,L1,39,F1195_V1
F08211426,Scnn1a-Tg2 Neg,7/15/2014,hiseq_090214,16950503,90.66,47.26,38.19,0.84,0,Excitatory,L2/3,V1,L1,39,F1196_V1
F08211427,Scnn1a-Tg2 Neg,7/15/2014,hiseq_090214,14269546,91.03,50.05,35.84,0.85,0.1,Excitatory,L2/3,V1,L1,39,F1197_V1
F08211428,Scnn1a-Tg2 Neg,7/15/2014,hiseq_090214,7797000,89.82,35.01,46.95,3.98,0.4,Glia,OPC,V1,L1,39,F1198_V1
F08211429,Scnn1a-Tg2 Neg,7/15/2014,hiseq_090214,9762996,91.06,50.91,34.72,1.23,5.1,Excitatory,L2/3,V1,L1,39,F1199_V1
F08211430,Scnn1a-Tg2 Neg,7/15/2014,hiseq_090214,8619114,89.92,30.5,51.46,4.29,0.1,Glia,OPC,V1,L1,39,F1200_V1
F08211431,Scnn1a-Tg2 Neg,7/15/2014,hiseq_090214,9327181,89.77,33.48,48.73,3.7,0,Glia,OPC,V1,L1,39,F1201_V1
F08211432,Scnn1a-Tg2 Neg,7/15/2014,hiseq_090214,10819492,89.93,43.35,40.17,2.54,0,Glia,Oligodendrocyte,V1,L1,39,F1202_V1
F08211433,Scnn1a-Tg2 Neg,7/15/2014,hiseq_090214,15334919,85.78,32.23,45.52,3.82,85.2,Glia,OPC,V1,L1,39,F1203_V1
F08211434,Scnn1a-Tg2 Neg,7/15/2014,hiseq_090214,9512212,87.88,31.97,46.46,4.65,87.3,Glia,OPC,V1,L1,39,F1204_V1
F08211435,Scnn1a-Tg2 Neg,7/15/2014,hiseq_090214,14561658,87.3,42.99,34.52,4.05,0.2,Glia,Astrocyte,V1,L1,39,F1205_V1
F08211436,Scnn1a-Tg2 Neg,7/15/2014,hiseq_090214,12618315,88.18,50.92,27.77,3.62,0,Glia,Oligodendrocyte,V1,L1,39,F1206_V1
